CustomerID,total_orders,total_spent,avg_order_value,customer_type
17696,2,175.6,87.8,Occasional
17706,3,477.83,159.28,Occasional
17720,1,102,102,"One Time"
17722,1,910.14,910.14,"One Time"
17732,1,303.97,303.97,"One Time"
17735,1,454.6,454.6,"One Time"
17739,1,360.06,360.06,"One Time"
17744,1,377.52,377.52,"One Time"
17752,1,80.64,80.64,"One Time"
17757,4,565.8,141.45,Occasional
17760,1,172.54,172.54,"One Time"
17787,1,736.28,736.28,"One Time"
17790,5,399.55,79.91,Occasional
17796,1,114.65,114.65,"One Time"
17799,1,223.48,223.48,"One Time"
17802,1,100.2,100.2,"One Time"
17809,3,1251.5,417.17,Occasional
17812,1,217.55,217.55,"One Time"
17816,1,16.21,16.21,"One Time"
17819,2,980.12,490.06,Occasional
17827,3,1271.8,423.93,Occasional
17838,2,935.56,467.78,Occasional
17841,6,2473.07,412.18,Frequent
17848,1,97.3,97.3,"One Time"
17850,34,5391.21,158.57,Frequent
17855,1,208.97,208.97,"One Time"
17857,2,1340.7,670.35,Occasional
17858,2,1556.85,778.42,Occasional
17860,1,252.8,252.8,"One Time"
17863,1,384.72,384.72,"One Time"
17865,2,1079.83,539.92,Occasional
17869,1,214.32,214.32,"One Time"
17870,1,326.4,326.4,"One Time"
17873,1,215.15,215.15,"One Time"
17880,1,458.92,458.92,"One Time"
17884,2,324.62,162.31,Occasional
17888,1,29.43,29.43,"One Time"
17890,1,476.96,476.96,"One Time"
17894,3,380.51,126.84,Occasional
17897,2,434.62,217.31,Occasional
17905,1,201.75,201.75,"One Time"
17908,1,243.28,243.28,"One Time"
17912,4,289.41,72.35,Occasional
17913,1,218.05,218.05,"One Time"
17917,1,110.91,110.91,"One Time"
17920,2,735.91,367.96,Occasional
17924,1,279,279,"One Time"
17925,1,244.08,244.08,"One Time"
17937,2,2153.88,1076.94,Occasional
17949,1,1314,1314,"One Time"
17950,2,263.17,131.58,Occasional
17951,2,409.5,204.75,Occasional
17954,2,128.68,64.34,Occasional
17961,1,127.55,127.55,"One Time"
17964,1,261.76,261.76,"One Time"
17965,2,156.8,78.4,Occasional
17967,1,123.07,123.07,"One Time"
17968,1,277.35,277.35,"One Time"
17969,1,125.2,125.2,"One Time"
17975,2,621.49,310.74,Occasional
17976,1,353.19,353.19,"One Time"
17978,1,300.92,300.92,"One Time"
17980,1,295.2,295.2,"One Time"
17990,1,168,168,"One Time"
17999,1,190.34,190.34,"One Time"
18004,1,169.47,169.47,"One Time"
18011,1,102.79,102.79,"One Time"
18016,1,156.65,156.65,"One Time"
18037,1,31.3,31.3,"One Time"
18041,3,634.29,211.43,Occasional
18043,1,316.46,316.46,"One Time"
18044,1,74.25,74.25,"One Time"
18050,1,74.4,74.4,"One Time"
18055,3,1751.12,583.71,Occasional
18061,1,405.16,405.16,"One Time"
18065,2,345.02,172.51,Occasional
18071,1,258.95,258.95,"One Time"
18074,1,489.6,489.6,"One Time"
18075,1,198.95,198.95,"One Time"
18077,2,396.33,198.16,Occasional
18085,1,303.9,303.9,"One Time"
18092,1,1485.72,1485.72,"One Time"
18102,4,27834.61,6958.65,Occasional
18109,2,552.75,276.38,Occasional
18113,1,76.32,76.32,"One Time"
18116,2,311.88,155.94,Occasional
18118,2,608.51,304.25,Occasional
18119,1,181.12,181.12,"One Time"
18144,2,502.65,251.32,Occasional
18156,1,206.23,206.23,"One Time"
18168,2,449.94,224.97,Occasional
18176,1,476.35,476.35,"One Time"
18178,1,300.65,300.65,"One Time"
18219,2,390.06,195.03,Occasional
18223,1,501.69,501.69,"One Time"
18225,1,30,30,"One Time"
18229,2,653.2,326.6,Occasional
18239,1,438.1,438.1,"One Time"
18245,1,365.73,365.73,"One Time"
18259,1,376.3,376.3,"One Time"
18260,1,230.7,230.7,"One Time"
18269,1,168.6,168.6,"One Time"
